weid,wedt,werd,wied,wiet,erwt,wier,tred,tier,rite,drie,redt,riet,ried,dier,weidt,wiedt
stug,gust,guts,stag,gast,gunt,tang,gans,anus,nats,gunst,stang,angst
vals,vlas,vlos,slop,slap,plas,pols,soap,laos,opval,salvo,opsla,oplas
vrat,vast,rust,tras,star,sart,rats,arts
